y,x,idea,beta,alpha,z_last,abs_z,adf_pval,nobs,bucket_y,bucket_x,is_bahrain_pair,is_ksa_pair,ksa_cross
TAQAUH 4 7/8 04/23/30,PIFKSA 5 09/15/35,Long Y / Short X,1.57,-128.14,0.11,0.11,0.0665,122,QUASI,IG,False,True,True
ARAMCO 5 3/4 07/17/54,KSA 4 7/8 07/18/33,Long Y / Short X,1.45,38.49,0.11,0.11,0.0681,122,IG,IG,False,True,True
TAQAUH 4 3/8 10/09/31,OMAN 6 1/4 01/25/31,Long Y / Short X,1.21,-55.6,0.11,0.11,0.0867,122,QUASI,IG,False,False,False
EGYPT 8.15 11/20/59,ADNOCM 4 1/4 09/11/29,Long Y / Short X,2.13,364.71,0.11,0.11,0.1227,122,HY,IG,False,False,False
EGYPT 7.903 02/21/48,EGYPT 7.3 09/30/33,Short Y / Long X,0.86,185.56,-0.11,0.11,0.1237,122,HY,HY,False,False,False
EGYPT 7 1/2 02/16/61,ARAMCO 2 1/4 11/24/30,Long Y / Short X,1.94,306.03,0.11,0.11,0.156,122,HY,IG,False,False,False
ISRAEL 6 1/2 11/06/31,ARAMCO 4 3/8 04/16/49,Long Y / Short X,0.42,46.22,0.11,0.11,0.1616,122,IG,IG,False,False,False
EGYPT 8.7002 03/01/49,KSA 4 1/2 04/17/30,Long Y / Short X,2.39,313.97,0.11,0.11,0.1653,122,HY,IG,False,True,True
EGYPT 6.588 02/21/28,MOROC 5.95 03/08/28,Long Y / Short X,1.62,51.67,0.11,0.11,0.1706,122,HY,HY,False,False,False
QATAR 5 3/4 01/20/42,QATAR 6.4 01/20/40,Long Y / Short X,1.28,-24.49,0.11,0.11,0.1726,122,IG,IG,False,False,False
ADNOCM 4 1/4 09/11/29,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.62,-7.49,-0.11,0.11,0.1811,121,IG,QUASI,False,False,False
EGYPT 7.3 09/30/33,JORDAN 5.85 07/07/30,Short Y / Long X,2.67,-221.06,-0.11,0.11,0.1865,122,HY,HY,False,False,False
MOROC 4 12/15/50,DPWDU 4.7 09/30/49,Short Y / Long X,0.52,119.72,-0.1,0.1,0.0001,122,HY,QUASI,False,False,False
KSA 3 1/4 10/22/30,QPETRO 3 1/8 07/12/41,Short Y / Long X,0.75,-11.63,-0.1,0.1,0.0058,97,IG,IG,False,True,True
QPETRO 3.3 07/12/51,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.76,41.63,-0.1,0.1,0.0175,121,IG,QUASI,False,False,False
KSA 5 1/8 01/13/28,OMAN 7 3/8 10/28/32,Long Y / Short X,0.59,-0.1,0.1,0.1,0.0178,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,ARAMCO 5 7/8 07/17/64,Short Y / Long X,0.65,-42.95,-0.1,0.1,0.0201,122,IG,IG,False,True,True
ADNOCM 4 1/2 09/11/34,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.87,35.01,-0.1,0.1,0.0212,122,IG,QUASI,False,False,False
EGYPT 5.8 09/30/27,ARAMCO 3 1/4 11/24/50,Short Y / Long X,1.76,-84.76,-0.1,0.1,0.024,122,HY,IG,False,False,False
OMAN 6 3/4 01/17/48,QPETRO 2 1/4 07/12/31,Long Y / Short X,0.9,117.89,0.1,0.1,0.028,122,IG,IG,False,False,False
EGYPT 7.6003 03/01/29,PIFKSA 5 09/15/35,Short Y / Long X,2.69,-107.51,-0.1,0.1,0.0389,122,HY,IG,False,True,True
EGYPT 7 1/2 01/31/27,QATAR 4 03/14/29,Long Y / Short X,2.39,64.2,0.1,0.1,0.0391,122,HY,IG,False,False,False
OMAN 6 1/2 03/08/47,PIFKSA 5 01/29/29,Long Y / Short X,0.96,87.0,0.1,0.1,0.0394,122,IG,IG,False,True,True
OMAN 7 01/25/51,QATAR 4 7/8 02/27/35,Short Y / Long X,1.04,131.5,-0.1,0.1,0.043,122,IG,IG,False,False,False
KSA 5 1/8 01/13/28,OMAN 6 1/4 01/25/31,Short Y / Long X,0.6,-0.16,-0.1,0.1,0.092,122,IG,IG,False,True,True
EGYPT 7 1/2 02/16/61,RASGAS 5.838 09/30/27,Short Y / Long X,0.59,454.27,-0.1,0.1,0.0939,122,HY,OTHER,False,False,False
ARAMCO 5 1/4 07/17/34,QATAR 4 03/14/29,Short Y / Long X,0.8,77.43,-0.1,0.1,0.103,122,IG,IG,False,False,False
QATAR 4 1/2 04/23/28,ADNOCM 4 1/4 09/11/29,Long Y / Short X,0.73,-3.0,0.1,0.1,0.1086,122,IG,IG,False,False,False
OMAN 7 01/25/51,KSA 4 3/8 04/16/29,Short Y / Long X,0.92,116.87,-0.1,0.1,0.1091,122,IG,IG,False,True,True
QPETRO 3 1/8 07/12/41,DPWDU 4.7 09/30/49,Short Y / Long X,0.71,10.04,-0.1,0.1,0.1176,122,IG,QUASI,False,False,False
ARAMCO 4 1/4 04/16/39,QATAR 3 3/4 04/16/30,Short Y / Long X,0.94,81.0,-0.1,0.1,0.1441,122,IG,IG,False,False,False
DPWDU 6.85 07/02/37,QATAR 4 5/8 05/29/29,Short Y / Long X,1.36,82.19,-0.1,0.1,0.1453,122,QUASI,IG,False,False,False
PIFKSA 5 01/29/29,MOROC 3 12/15/32,Short Y / Long X,0.91,-36.06,-0.1,0.1,0.1459,122,IG,HY,False,True,True
EGYPT 7.3 09/30/33,DPWDU 5 5/8 09/25/48,Long Y / Short X,1.59,97.45,0.1,0.1,0.1494,122,HY,QUASI,False,False,False
EGYPT 8.7002 03/01/49,EGYPT 6.588 02/21/28,Short Y / Long X,1.01,285.99,-0.1,0.1,0.1594,122,HY,HY,False,False,False
EGYPT 7.6003 03/01/29,ADNOCM 5 1/8 09/11/54,Short Y / Long X,1.27,56.27,-0.1,0.1,0.1702,121,HY,IG,False,False,False
EGYPT 5 7/8 02/16/31,QATAR 5.103 04/23/48,Short Y / Long X,2.39,31.13,-0.1,0.1,0.1736,122,HY,IG,False,False,False
UAE 4.05 07/07/32,JORDAN 5.85 07/07/30,Short Y / Long X,0.77,-122.83,-0.1,0.1,0.1767,122,IG,HY,False,False,False
PIFKSA 4 3/4 02/14/30,DPWDU 5 5/8 09/25/48,Long Y / Short X,0.58,3.72,0.1,0.1,0.1774,122,IG,QUASI,False,True,True
EGYPT 7.0529 01/15/32,QATAR 4 5/8 06/02/46,Short Y / Long X,2.39,62.69,-0.1,0.1,0.1962,122,HY,IG,False,False,False
JORDAN 7 3/8 10/10/47,PIFKSA 5 09/15/35,Short Y / Long X,1.55,135.64,-0.09,0.09,0.0,122,HY,IG,False,True,True
KSA 5 1/8 01/13/28,UAE 3 1/4 10/19/61,Long Y / Short X,0.47,16.23,0.09,0.09,0.0003,122,IG,IG,False,True,True
EGYPT 7 1/2 01/31/27,ADNOCM 5 1/8 09/11/54,Long Y / Short X,1.85,-81.08,0.09,0.09,0.0102,121,HY,IG,False,False,False
KSA 5 1/8 01/13/28,UAE 2 10/19/31,Short Y / Long X,0.55,48.85,-0.09,0.09,0.0129,122,IG,IG,False,True,True
QATAR 6.4 01/20/40,SWEHAN 3 5/8 01/31/49,Long Y / Short X,0.37,46.45,0.09,0.09,0.0136,122,IG,OTHER,False,False,False
KSA 5 1/8 01/13/28,QATAR 6.4 01/20/40,Short Y / Long X,0.85,-10.46,-0.09,0.09,0.018,122,IG,IG,False,True,True
EGYPT 6.588 02/21/28,TAQAUH 3.4 04/29/51,Long Y / Short X,2.14,-58.05,0.09,0.09,0.0197,122,HY,QUASI,False,False,False
KSA 5 1/8 01/13/28,ARAMCO 5 1/4 07/17/34,Long Y / Short X,0.72,-15.3,0.09,0.09,0.0205,122,IG,IG,False,True,True
QATAR 3 3/4 04/16/30,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.81,-6.48,-0.09,0.09,0.0205,122,IG,QUASI,False,False,False
KSA 3 5/8 03/04/28,MOROC 5 1/2 12/11/42,Short Y / Long X,0.92,-102.71,-0.09,0.09,0.0235,122,IG,HY,False,True,True
MOROC 4 12/15/50,DPWDU 5 1/4 12/24/29,Long Y / Short X,0.46,150.7,0.09,0.09,0.0337,121,HY,QUASI,False,False,False
EGYPT 5.8 09/30/27,KSA 2 3/4 02/03/32,Long Y / Short X,2.34,-1.72,0.09,0.09,0.0445,122,HY,IG,False,True,True
ARAMCO 4 1/4 04/16/39,QATAR 4 7/8 02/27/35,Long Y / Short X,1.31,58.65,0.09,0.09,0.0515,122,IG,IG,False,False,False
OMAN 6 1/2 03/08/47,TAQAUH 4 10/03/49,Long Y / Short X,0.78,77.64,0.09,0.09,0.0519,121,IG,QUASI,False,False,False
ARAMCO 4 3/8 04/16/49,PIFKSA 5 5/8 07/29/34,Short Y / Long X,1.2,11.49,-0.09,0.09,0.0599,122,IG,IG,False,True,True
OMAN 7 3/8 10/28/32,QATAR 4 5/8 05/29/29,Short Y / Long X,0.8,81.83,-0.09,0.09,0.0728,122,IG,IG,False,False,False
EGYPT 7.903 02/21/48,QPETRO 3 1/8 07/12/41,Short Y / Long X,2.09,232.87,-0.09,0.09,0.0734,122,HY,IG,False,False,False
QATAR 3 3/4 04/16/30,PIFKSA 5 09/15/35,Short Y / Long X,1.34,-119.47,-0.09,0.09,0.0787,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/30,QATAR 4.817 03/14/49,Long Y / Short X,0.67,29.93,0.09,0.09,0.086,122,IG,IG,False,True,True
EGYPT 6.588 02/21/28,QATAR 4 5/8 06/02/46,Short Y / Long X,1.83,18.14,-0.09,0.09,0.1102,122,HY,IG,False,False,False
JORDAN 7 3/8 10/10/47,PIFKSA 4 3/4 02/14/30,Long Y / Short X,0.91,244.79,0.09,0.09,0.1144,122,HY,IG,False,True,True
EGYPT 8 7/8 05/29/50,KSA 4 1/2 04/17/30,Short Y / Long X,2.55,304.24,-0.09,0.09,0.1152,122,HY,IG,False,True,True
PIFKSA 5 1/4 01/29/30,DPWDU 5 5/8 09/25/48,Short Y / Long X,0.48,22.81,-0.09,0.09,0.1235,122,IG,QUASI,False,True,True
KSA 5 5/8 01/13/35,KSA 5 1/8 01/13/28,Long Y / Short X,0.93,43.58,0.09,0.09,0.1263,122,IG,IG,False,True,False
TAQAUH 4 3/8 10/09/31,TAQAUH 4.696 04/24/33,Long Y / Short X,0.88,3.78,0.09,0.09,0.1283,121,QUASI,QUASI,False,False,False
KSA 3 5/8 03/04/28,TAQAUH 4 3/8 06/22/26,Short Y / Long X,0.38,55.43,-0.09,0.09,0.1562,122,IG,QUASI,False,True,True
QATAR 3 3/4 04/16/30,SWEHAN 3 5/8 01/31/49,Short Y / Long X,0.54,-19.48,-0.09,0.09,0.16,122,IG,OTHER,False,False,False
EGYPT 8 3/4 09/30/51,EGYPT 6.588 02/21/28,Long Y / Short X,0.97,298.18,0.09,0.09,0.1604,122,HY,HY,False,False,False
KSA 2 1/4 02/02/33,KSA 5 04/17/49,Long Y / Short X,0.76,-22.93,0.09,0.09,0.1669,122,IG,IG,False,True,False
EGYPT 8 7/8 05/29/50,UAE 2 10/19/31,Long Y / Short X,2.07,431.37,0.09,0.09,0.1689,122,HY,IG,False,False,False
DPWDU 6.85 07/02/37,QATAR 6.4 01/20/40,Long Y / Short X,2.08,-49.85,0.09,0.09,0.1773,122,QUASI,IG,False,False,False
KSA 2 1/2 02/03/27,MOROC 2 3/8 12/15/27,Short Y / Long X,1.3,-91.01,-0.09,0.09,0.179,122,IG,HY,False,True,True
KSA 3 3/4 01/21/55,KSA 5 1/4 01/16/50,Short Y / Long X,0.87,32.79,-0.09,0.09,0.1939,122,IG,IG,False,True,False
PIFKSA 5 3/8 01/29/54,QPETRO 2 1/4 07/12/31,Long Y / Short X,1.11,96.65,0.09,0.09,0.1978,122,IG,IG,False,True,True
OMAN 6 3/4 01/17/48,UAE 4.857 07/02/34,Short Y / Long X,0.8,143.5,-0.09,0.09,0.1981,122,IG,IG,False,False,False
UAE 4.917 09/25/33,UAE 2 7/8 10/19/41,Short Y / Long X,0.93,-46.99,-0.08,0.08,0.0,122,IG,IG,False,False,False
KSA 5 01/18/53,KSA 5 04/17/49,Short Y / Long X,1.02,3.73,-0.08,0.08,0.0005,122,IG,IG,False,True,False
EGYPT 7.903 02/21/48,EGYPT 8.15 11/20/59,Long Y / Short X,0.96,11.46,0.08,0.08,0.0021,122,HY,HY,False,False,False
KSA 4 3/4 01/18/28,ARAMCO 2 1/4 11/24/30,Long Y / Short X,0.63,10.82,0.08,0.08,0.0023,122,IG,IG,False,True,True
QATAR 5.103 04/23/48,TAQAUH 6 1/2 10/27/36,Long Y / Short X,0.98,12.8,0.08,0.08,0.0026,122,IG,QUASI,False,False,False
KSA 5 5/8 01/13/35,KUWIB 4.652 10/09/35,Short Y / Long X,0.8,31.76,-0.08,0.08,0.0029,122,IG,IG,False,True,True
PIFKSA 4 3/4 02/14/30,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.83,18.11,-0.08,0.08,0.0035,122,IG,QUASI,False,True,True
OMAN 5 5/8 01/17/28,JORDAN 7 3/4 01/15/28,Short Y / Long X,0.39,28.4,-0.08,0.08,0.0083,122,IG,HY,False,False,False
KSA 5 1/8 01/13/28,KSA 4 3/8 04/16/29,Long Y / Short X,0.72,13.58,0.08,0.08,0.0088,122,IG,IG,False,True,False
UAE 4.05 07/07/32,KUWIB 4.652 10/09/35,Short Y / Long X,1.33,-81.75,-0.08,0.08,0.0092,122,IG,IG,False,False,False
ADNOCM 4 1/2 09/11/34,UAE 3 1/4 10/19/61,Long Y / Short X,0.89,-3.38,0.08,0.08,0.01,122,IG,IG,False,False,False
TAQAUH 4.696 04/24/33,QATAR 4 1/2 04/23/28,Long Y / Short X,1.53,24.0,0.08,0.08,0.0109,121,QUASI,IG,False,False,False
DPWDU 5 5/8 09/25/48,QATAR 5.103 04/23/48,Long Y / Short X,1.3,25.28,0.08,0.08,0.0111,122,QUASI,IG,False,False,False
ARAMCO 2 1/4 11/24/30,RPCUH 6 08/31/36,Long Y / Short X,0.51,29.29,0.08,0.08,0.0174,122,IG,OTHER,False,False,False
QATAR 4.4 04/16/50,TAQAUH 4 3/8 10/09/31,Long Y / Short X,0.92,32.61,0.08,0.08,0.0231,122,IG,QUASI,False,False,False
EGYPT 5.8 09/30/27,QPETRO 2 1/4 07/12/31,Short Y / Long X,2.13,40.27,-0.08,0.08,0.0302,122,HY,IG,False,False,False
TAQAUH 4.696 04/24/33,TAQAUH 6 1/2 10/27/36,Short Y / Long X,1.11,-17.3,-0.08,0.08,0.0333,121,QUASI,QUASI,False,False,False
KSA 5 5/8 01/13/35,KSA 4 3/8 04/16/29,Short Y / Long X,0.75,48.81,-0.08,0.08,0.0356,122,IG,IG,False,True,False
EGYPT 7.0529 01/15/32,EGYPT 6.588 02/21/28,Long Y / Short X,1.28,43.77,0.08,0.08,0.0367,122,HY,HY,False,False,False
PIFKSA 5 1/4 10/13/32,QATAR 9 3/4 06/15/30,Long Y / Short X,1.03,61.42,0.08,0.08,0.0429,122,IG,IG,False,True,True
EGYPT 7 1/2 01/31/27,ADNOCM 4 1/2 09/11/34,Long Y / Short X,2.24,-34.73,0.08,0.08,0.0491,122,HY,IG,False,False,False
KSA 3 1/4 10/22/30,PIFKSA 5 01/29/29,Long Y / Short X,1.02,-18.76,0.08,0.08,0.0546,97,IG,IG,False,True,False
TAQAUH 4 3/4 03/09/37,KSA 4 1/2 04/17/30,Long Y / Short X,1.06,27.69,0.08,0.08,0.0664,122,QUASI,IG,False,True,True
OMAN 7 01/25/51,DPWDU 6.85 07/02/37,Long Y / Short X,0.43,126.55,0.08,0.08,0.0706,122,IG,QUASI,False,False,False
OMAN 6 1/2 03/08/47,TAQAUH 3.4 04/29/51,Long Y / Short X,0.81,74.9,0.08,0.08,0.0742,122,IG,QUASI,False,False,False
ISRAEL 6 1/2 11/06/31,TAQAUH 4.696 04/24/33,Long Y / Short X,0.4,75.87,0.08,0.08,0.093,121,IG,QUASI,False,False,False
EGYPT 6.588 02/21/28,QATAR 4.817 03/14/49,Long Y / Short X,1.86,12.9,0.08,0.08,0.1032,122,HY,IG,False,False,False
OMAN 6 1/2 03/08/47,KSA 3 5/8 03/04/28,Short Y / Long X,0.98,111.66,-0.08,0.08,0.1085,122,IG,IG,False,True,True
ARAMCO 5 1/4 07/17/34,TAQAUH 4 7/8 04/23/30,Long Y / Short X,0.6,75.19,0.08,0.08,0.1109,122,IG,QUASI,False,False,False
EGYPT 8 3/4 09/30/51,SWEHAN 3 5/8 01/31/49,Short Y / Long X,1.46,314.78,-0.08,0.08,0.1167,122,HY,OTHER,False,False,False
DPWDU 6.85 07/02/37,TAQAUH 4 3/8 01/24/29,Short Y / Long X,1.25,61.77,-0.08,0.08,0.1225,122,QUASI,QUASI,False,False,False
EGYPT 7 1/2 01/31/27,TAQAUH 4 7/8 04/23/30,Long Y / Short X,1.92,46.6,0.08,0.08,0.1274,122,HY,QUASI,False,False,False
EGYPT 7 5/8 05/29/32,QATAR 4.817 03/14/49,Short Y / Long X,2.46,67.31,-0.08,0.08,0.1325,122,HY,IG,False,False,False
EGYPT 5 7/8 02/16/31,QATAR 4 5/8 06/02/46,Short Y / Long X,2.27,44.82,-0.08,0.08,0.1358,122,HY,IG,False,False,False
OMAN 7 01/25/51,UAE 4.917 09/25/33,Short Y / Long X,0.67,159.44,-0.08,0.08,0.1636,122,IG,IG,False,False,False
EGYPT 7 1/2 01/31/27,UAE 2 7/8 10/19/41,Long Y / Short X,2.09,-18.8,0.08,0.08,0.1801,122,HY,IG,False,False,False
TAQAUH 2 04/29/28,QATAR 4 1/2 02/27/28,Long Y / Short X,0.69,41.87,0.08,0.08,0.1817,122,QUASI,IG,False,False,False
QATAR 4.4 04/16/50,ADNOCM 4 1/4 09/11/29,Long Y / Short X,0.93,49.43,0.08,0.08,0.1839,122,IG,IG,False,False,False
EGYPT 8 1/2 01/31/47,QATAR 5 3/4 01/20/42,Short Y / Long X,2.83,225.14,-0.08,0.08,0.1944,122,HY,IG,False,False,False
KSA 5 3/8 01/13/31,ISRAEL 6 1/2 11/06/31,Long Y / Short X,0.86,-3.48,0.08,0.08,0.196,122,IG,IG,False,True,True
EGYPT 5 7/8 02/16/31,ADNOCM 4 1/4 09/11/29,Short Y / Long X,2.68,114.32,-0.08,0.08,0.1969,122,HY,IG,False,False,False
QPETRO 1 3/8 09/12/26,MTVD 6.85 01/15/40,Short Y / Long X,0.45,-31.76,-0.07,0.07,0.0019,122,IG,OTHER,False,False,False
MOROC 4 12/15/50,RPCUH 6 08/31/36,Short Y / Long X,0.38,154.8,-0.07,0.07,0.0027,122,HY,OTHER,False,False,False
QATAR 9 3/4 06/15/30,ADNOCM 5 1/8 09/11/54,Long Y / Short X,0.59,-33.65,0.07,0.07,0.0061,121,IG,IG,False,False,False
JORDAN 7 3/8 10/10/47,PIFKSA 5 01/29/29,Long Y / Short X,1.15,222.78,0.07,0.07,0.0068,122,HY,IG,False,True,True
EGYPT 5.8 09/30/27,PIFKSA 5 3/8 10/13/2122,Long Y / Short X,2.14,-283.13,0.07,0.07,0.0123,122,HY,IG,False,True,True
QATAR 4.4 04/16/50,PIFKSA 4 3/4 02/14/30,Short Y / Long X,1.05,5.96,-0.07,0.07,0.0137,122,IG,IG,False,True,True
KSA 5 5/8 01/13/35,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.42,47.91,-0.07,0.07,0.0138,121,IG,IG,False,True,True
TAQAUH 4 3/8 10/09/31,PIFKSA 4 3/4 02/14/30,Short Y / Long X,1.12,-26.7,-0.07,0.07,0.0187,122,QUASI,IG,False,True,True
OMAN 7 01/25/51,QATAR 3 5/8 11/10/28,Short Y / Long X,0.83,145.05,-0.07,0.07,0.0244,105,IG,IG,False,False,False
EGYPT 6.588 02/21/28,SWEHAN 3 5/8 01/31/49,Long Y / Short X,1.31,44.34,0.07,0.07,0.0272,122,HY,OTHER,False,False,False
KSA 4 3/4 01/18/28,TAQAUH 4 3/8 06/22/26,Short Y / Long X,0.36,58.45,-0.07,0.07,0.03,122,IG,QUASI,False,True,True
PIFKSA 5 01/29/29,QPETRO 3.3 07/12/51,Long Y / Short X,0.6,19.04,0.07,0.07,0.0303,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,JORDAN 7 1/2 01/13/29,Short Y / Long X,0.59,-42.52,-0.07,0.07,0.0526,97,IG,HY,False,True,True
EGYPT 7 1/2 01/31/27,TAQAUH 4 3/8 10/09/31,Short Y / Long X,2.1,5.35,-0.07,0.07,0.0542,122,HY,QUASI,False,False,False
JORDAN 7 3/8 10/10/47,KSA 4 3/4 01/16/30,Short Y / Long X,1.4,217.17,-0.07,0.07,0.0582,122,HY,IG,False,True,True
PIFKSA 5 01/29/29,KSA 3 5/8 03/04/28,Long Y / Short X,0.93,33.06,0.07,0.07,0.0591,122,IG,IG,False,True,False
PIFKSA 5 3/8 10/13/2122,KSA 2 3/4 02/03/32,Short Y / Long X,1.16,124.65,-0.07,0.07,0.0661,122,IG,IG,False,True,False
KSA 5 3/4 01/16/54,KSA 4 5/8 10/04/47,Long Y / Short X,0.96,16.7,0.07,0.07,0.1032,122,IG,IG,False,True,False
QPETRO 3 1/8 07/12/41,DPWDU 5 1/4 12/24/29,Long Y / Short X,0.62,52.23,0.07,0.07,0.1068,121,IG,QUASI,False,False,False
ARAMCO 5 3/8 06/02/35,KSA 4 1/2 04/17/30,Long Y / Short X,0.93,51.8,0.07,0.07,0.1197,122,IG,IG,False,True,True
PIFKSA 5 01/29/29,TAQAUH 2 04/29/28,Long Y / Short X,0.69,52.15,0.07,0.07,0.125,122,IG,QUASI,False,True,True
ADNOCM 4 1/2 09/11/34,UAE 2 7/8 10/19/41,Short Y / Long X,0.95,5.65,-0.07,0.07,0.1337,122,IG,IG,False,False,False
EGYPT 8 1/2 01/31/47,QATAR 4 1/2 04/23/28,Long Y / Short X,2.63,382.85,0.07,0.07,0.1499,122,HY,IG,False,False,False
KSA 2 1/2 02/03/27,TAQAUH 4 3/8 06/22/26,Long Y / Short X,0.42,22.8,0.07,0.07,0.1505,122,IG,QUASI,False,True,True
ADNOCM 4 1/2 09/11/34,JORDAN 5.85 07/07/30,Short Y / Long X,0.84,-85.33,-0.07,0.07,0.1536,122,IG,HY,False,False,False
EGYPT 7.6003 03/01/29,UAE 2 10/19/31,Long Y / Short X,1.62,176.87,0.07,0.07,0.1549,122,HY,IG,False,False,False
KSA 4 3/8 04/16/29,UAE 4.917 09/25/33,Long Y / Short X,0.72,46.58,0.07,0.07,0.1561,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,PIFKSA 5 1/8 02/14/53,Long Y / Short X,0.63,-22.69,0.07,0.07,0.1615,121,IG,IG,False,True,False
EGYPT 8 3/4 09/30/51,QPETRO 3.3 07/12/51,Long Y / Short X,1.65,292.89,0.07,0.07,0.1781,122,HY,IG,False,False,False
KSA 4 3/4 01/16/30,OMAN 6 1/4 01/25/31,Long Y / Short X,0.79,-8.61,0.07,0.07,0.1795,122,IG,IG,False,True,True
EGYPT 7.3 09/30/33,QATAR 5.103 04/23/48,Long Y / Short X,2.17,125.63,0.07,0.07,0.1814,122,HY,IG,False,False,False
EGYPT 6.588 02/21/28,QATAR 4 1/2 04/23/28,Long Y / Short X,2.59,102.35,0.07,0.07,0.1819,122,HY,IG,False,False,False
QATAR 4 7/8 02/27/35,ADNOCM 4 1/2 09/11/34,Short Y / Long X,0.66,-9.15,-0.07,0.07,0.1867,122,IG,IG,False,False,False
EGYPT 7.903 02/21/48,TAQAUH 4 3/8 06/22/26,Long Y / Short X,0.97,459.6,0.07,0.07,0.1948,122,HY,QUASI,False,False,False
EGYPT 7 1/2 02/16/61,QATAR 4 1/2 02/27/28,Long Y / Short X,1.6,436.83,0.07,0.07,0.1984,122,HY,IG,False,False,False
ISRAEL 6 1/2 11/06/31,QATAR 4 3/4 05/29/34,Long Y / Short X,0.91,62.57,0.06,0.06,0.0004,122,IG,IG,False,False,False
JORDAN 7 1/2 01/13/29,ARAMCO 3 1/2 04/16/29,Long Y / Short X,0.97,135.02,0.06,0.06,0.0005,122,HY,IG,False,False,False
KSA 5 1/8 01/13/28,QATAR 4 03/14/29,Short Y / Long X,0.61,38.84,-0.06,0.06,0.0036,122,IG,IG,False,True,True
ADNOCM 5 1/8 09/11/54,KUWIB 4.652 10/09/35,Short Y / Long X,1.8,-27.74,-0.06,0.06,0.0095,121,IG,IG,False,False,False
OMAN 6 3/4 01/17/48,PIFKSA 5 1/4 10/13/32,Short Y / Long X,0.88,88.29,-0.06,0.06,0.0096,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,UAE 4.917 09/25/33,Long Y / Short X,0.53,46.6,0.06,0.06,0.0139,122,IG,IG,False,True,True
EGYPT 5 7/8 02/16/31,EGYPT 6.588 02/21/28,Long Y / Short X,1.24,22.7,0.06,0.06,0.0249,122,HY,HY,False,False,False
EGYPT 6.588 02/21/28,MOROC 4 12/15/50,Short Y / Long X,2.67,-329.86,-0.06,0.06,0.0311,122,HY,HY,False,False,False
DPWDU 6.85 07/02/37,TAQAUH 3.4 04/29/51,Short Y / Long X,1.37,-29.9,-0.06,0.06,0.0341,122,QUASI,QUASI,False,False,False
KSA 5 5/8 01/13/35,QATAR 3 5/8 11/10/28,Long Y / Short X,0.64,76.15,0.06,0.06,0.0405,105,IG,IG,False,True,True
EGYPT 7.0529 01/15/32,SWEHAN 3 5/8 01/31/49,Short Y / Long X,1.88,71.39,-0.06,0.06,0.05,122,HY,OTHER,False,False,False
EGYPT 6.588 02/21/28,QPETRO 3.3 07/12/51,Short Y / Long X,1.75,-14.07,-0.06,0.06,0.0513,122,HY,IG,False,False,False
TAQAUH 4 3/8 10/09/31,PIFKSA 5 01/29/29,Long Y / Short X,1.33,-44.89,0.06,0.06,0.0526,122,QUASI,IG,False,True,True
PIFKSA 5 3/8 01/29/54,PIFKSA 5 1/4 01/29/34,Short Y / Long X,1.17,41.24,-0.06,0.06,0.0756,122,IG,IG,False,True,False
EGYPT 7.6003 03/01/29,KUWIB 4.652 10/09/35,Long Y / Short X,2.44,5.43,0.06,0.06,0.0791,122,HY,IG,False,False,False
PIFKSA 5 1/4 01/29/30,JORDAN 7 1/2 01/13/29,Long Y / Short X,0.49,-0.67,0.06,0.06,0.0832,122,IG,HY,False,True,True
EGYPT 7 1/2 01/31/27,UAE 4.951 07/07/52,Long Y / Short X,2.16,-60.6,0.06,0.06,0.1024,122,HY,IG,False,False,False
OMAN 7 01/25/51,OMAN 7 3/8 10/28/32,Long Y / Short X,0.73,101.62,0.06,0.06,0.103,122,IG,IG,False,False,False
EGYPT 8 3/4 09/30/51,QATAR 5 3/4 01/20/42,Long Y / Short X,2.7,247.21,0.06,0.06,0.1053,122,HY,IG,False,False,False
TAQAUH 4 7/8 04/23/30,TAQAUH 3.4 04/29/51,Long Y / Short X,1.08,-67.48,0.06,0.06,0.1063,122,QUASI,QUASI,False,False,False
UAE 4.05 07/07/32,QATAR 3 5/8 11/10/28,Long Y / Short X,1.1,-10.6,0.06,0.06,0.1077,105,IG,IG,False,False,False
UAE 2 10/19/31,MOROC 4 12/15/50,Short Y / Long X,1.1,-187.18,-0.06,0.06,0.1143,122,IG,HY,False,False,False
KSA 3 3/4 01/21/55,KSA 5 1/2 10/25/32,Long Y / Short X,1.12,64.36,0.06,0.06,0.121,122,IG,IG,False,True,False
KSA 3 1/4 10/22/30,JORDAN 5.85 07/07/30,Long Y / Short X,0.74,-77.7,0.06,0.06,0.1213,97,IG,HY,False,True,True
EGYPT 8.7002 03/01/49,QATAR 4 1/2 04/23/28,Long Y / Short X,2.55,392.19,0.06,0.06,0.127,122,HY,IG,False,False,False
